file	n_pages_livestock	n_pages_sheep	n_pages_cattle	n_pages_trampl	n_pages_graz	n_pages_sedi	n_pages_qual	n_hits	n_pages
/datadrive/data/ESAdocs/federal_register/citation.result.FR.action?federalRegister.volume=2009andfederalRegister.page=4912andpublication=FR.pdf	0	0	0	0	0	0	0	0	1
/datadrive/data/ESAdocs/federal_register/citation.result.FR.action?federalRegister.volume=2009andfederalRegister.page=49835andpublication=FR.pdf	1	0	0	0	6	1	0	8	8
/datadrive/data/ESAdocs/federal_register/citation.result.FR.action?federalRegister.volume=2009andfederalRegister.page=49842andpublication=FR.pdf	0	0	0	0	3	0	3	6	4
/datadrive/data/ESAdocs/federal_register/citation.result.FR.action?federalRegister.volume=2009andfederalRegister.page=51825andpublication=FR.pdf	0	0	0	0	5	0	0	5	5
/datadrive/data/ESAdocs/federal_register/citation.result.FR.action?federalRegister.volume=2009andfederalRegister.page=51988andpublication=FR.pdf	0	0	0	0	18	1	4	23	26
/datadrive/data/ESAdocs/federal_register/citation.result.FR.action?federalRegister.volume=2009andfederalRegister.page=52014andpublication=FR.pdf	18	3	2	9	50	3	0	85	52
/datadrive/data/ESAdocs/federal_register/citation.result.FR.action?federalRegister.volume=2009andfederalRegister.page=52066andpublication=FR.pdf	0	1	1	0	20	3	0	25	43
/datadrive/data/ESAdocs/federal_register/citation.result.FR.action?federalRegister.volume=2009andfederalRegister.page=52612andpublication=FR.pdf	5	0	2	2	39	9	6	63	54
/datadrive/data/ESAdocs/federal_register/citation.result.FR.action?federalRegister.volume=2009andfederalRegister.page=53999andpublication=FR.pdf	0	0	0	0	9	0	0	9	19
/datadrive/data/ESAdocs/federal_register/citation.result.FR.action?federalRegister.volume=2009andfederalRegister.page=56058andpublication=FR.pdf	0	0	0	0	22	0	0	22	30
/datadrive/data/ESAdocs/federal_register/citation.result.FR.action?federalRegister.volume=2009andfederalRegister.page=56757andpublication=FR.pdf	0	0	0	0	13	0	0	13	14
/datadrive/data/ESAdocs/federal_register/citation.result.FR.action?federalRegister.volume=2009andfederalRegister.page=56770andpublication=FR.pdf	0	0	0	0	20	0	0	20	22
/datadrive/data/ESAdocs/federal_register/citation.result.FR.action?federalRegister.volume=2009andfederalRegister.page=56978andpublication=FR.pdf	1	0	3	2	37	0	1	44	70
/datadrive/data/ESAdocs/federal_register/citation.result.FR.action?federalRegister.volume=2009andfederalRegister.page=57804andpublication=FR.pdf	12	5	13	12	62	10	4	118	76
/datadrive/data/ESAdocs/federal_register/citation.result.FR.action?federalRegister.volume=2009andfederalRegister.page=57987andpublication=FR.pdf	0	0	0	0	2	0	0	2	2
/datadrive/data/ESAdocs/federal_register/citation.result.FR.action?federalRegister.volume=2009andfederalRegister.page=5908andpublication=FR.pdf	0	0	0	0	2	0	0	2	3
/datadrive/data/ESAdocs/federal_register/citation.result.FR.action?federalRegister.volume=2009andfederalRegister.page=59956andpublication=FR.pdf	0	0	0	0	1	0	0	1	2
/datadrive/data/ESAdocs/federal_register/citation.result.FR.action?federalRegister.volume=2009andfederalRegister.page=61100andpublication=FR.pdf	1	1	0	0	2	0	0	4	3
/datadrive/data/ESAdocs/federal_register/citation.result.FR.action?federalRegister.volume=2009andfederalRegister.page=6122andpublication=FR.pdf	0	0	0	0	5	0	0	5	7
/datadrive/data/ESAdocs/federal_register/citation.result.FR.action?federalRegister.volume=2009andfederalRegister.page=63366andpublication=FR.pdf	1	0	0	0	17	8	9	35	19
/datadrive/data/ESAdocs/federal_register/citation.result.FR.action?federalRegister.volume=2009andfederalRegister.page=64930andpublication=FR.pdf	0	2	3	4	30	0	0	39	54
/datadrive/data/ESAdocs/federal_register/citation.result.FR.action?federalRegister.volume=2009andfederalRegister.page=65045andpublication=FR.pdf	1	0	0	0	10	1	2	14	12
/datadrive/data/ESAdocs/federal_register/citation.result.FR.action?federalRegister.volume=2009andfederalRegister.page=65056andpublication=FR.pdf	1	0	4	0	26	15	6	52	32
/datadrive/data/ESAdocs/federal_register/citation.result.FR.action?federalRegister.volume=2009andfederalRegister.page=66260andpublication=FR.pdf	0	0	0	0	7	2	0	9	12
/datadrive/data/ESAdocs/federal_register/citation.result.FR.action?federalRegister.volume=2009andfederalRegister.page=66866andpublication=FR.pdf	15	2	2	10	36	2	7	74	41
/datadrive/data/ESAdocs/federal_register/citation.result.FR.action?federalRegister.volume=2009andfederalRegister.page=66937andpublication=FR.pdf	0	1	0	0	8	0	0	9	14
/datadrive/data/ESAdocs/federal_register/citation.result.FR.action?federalRegister.volume=2009andfederalRegister.page=6700andpublication=FR.pdf	0	0	0	0	50	2	2	54	76
/datadrive/data/ESAdocs/federal_register/citation.result.FR.action?federalRegister.volume=2009andfederalRegister.page=6852andpublication=FR.pdf	0	0	0	0	0	0	0	0	2
/datadrive/data/ESAdocs/federal_register/citation.result.FR.action?federalRegister.volume=2009andfederalRegister.page=6853andpublication=FR.pdf	0	0	0	0	0	0	0	0	2
/datadrive/data/ESAdocs/federal_register/citation.result.FR.action?federalRegister.volume=2009andfederalRegister.page=6917andpublication=FR.pdf	0	0	0	0	3	0	0	3	3
/datadrive/data/ESAdocs/federal_register/citation.result.FR.action?federalRegister.volume=2009andfederalRegister.page=7914andpublication=FR.pdf	0	0	0	0	2	0	0	2	2
/datadrive/data/ESAdocs/federal_register/citation.result.FR.action?federalRegister.volume=2009andfederalRegister.page=8616andpublication=FR.pdf	2	0	1	0	38	0	0	41	88
/datadrive/data/ESAdocs/federal_register/citation.result.FR.action?federalRegister.volume=2009andfederalRegister.page=913andpublication=FR.pdf	0	0	0	0	3	0	0	3	3
/datadrive/data/ESAdocs/federal_register/citation.result.FR.action?federalRegister.volume=2010andfederalRegister.page=11080andpublication=FR.pdf	0	0	0	0	11	2	0	13	24
/datadrive/data/ESAdocs/federal_register/citation.result.FR.action?federalRegister.volume=2010andfederalRegister.page=12496andpublication=FR.pdf	0	0	0	0	0	0	0	0	2
/datadrive/data/ESAdocs/federal_register/citation.result.FR.action?federalRegister.volume=2010andfederalRegister.page=12598andpublication=FR.pdf	0	1	0	3	44	4	1	53	60
/datadrive/data/ESAdocs/federal_register/citation.result.FR.action?federalRegister.volume=2010andfederalRegister.page=12816andpublication=FR.pdf	7	0	3	1	68	6	8	93	145
/datadrive/data/ESAdocs/federal_register/citation.result.FR.action?federalRegister.volume=2010andfederalRegister.page=13068andpublication=FR.pdf	0	0	0	0	4	0	0	4	4
/datadrive/data/ESAdocs/federal_register/citation.result.FR.action?federalRegister.volume=2010andfederalRegister.page=13720andpublication=FR.pdf	0	0	0	0	5	0	1	6	7
/datadrive/data/ESAdocs/federal_register/citation.result.FR.action?federalRegister.volume=2010andfederalRegister.page=14496andpublication=FR.pdf	0	0	0	0	3	0	0	3	3
/datadrive/data/ESAdocs/federal_register/citation.result.FR.action?federalRegister.volume=2010andfederalRegister.page=15454andpublication=FR.pdf	0	0	0	0	3	0	0	3	3
/datadrive/data/ESAdocs/federal_register/citation.result.FR.action?federalRegister.volume=2010andfederalRegister.page=1567andpublication=FR.pdf	0	0	0	0	2	0	0	2	2
/datadrive/data/ESAdocs/federal_register/citation.result.FR.action?federalRegister.volume=2010andfederalRegister.page=1568andpublication=FR.pdf	0	0	0	0	7	0	0	7	7
/datadrive/data/ESAdocs/federal_register/citation.result.FR.action?federalRegister.volume=2010andfederalRegister.page=15723andpublication=FR.pdf	0	0	0	0	3	0	0	3	3
/datadrive/data/ESAdocs/federal_register/citation.result.FR.action?federalRegister.volume=2010andfederalRegister.page=1574andpublication=FR.pdf	0	0	0	0	6	0	0	6	8
/datadrive/data/ESAdocs/federal_register/citation.result.FR.action?federalRegister.volume=2010andfederalRegister.page=16404andpublication=FR.pdf	1	0	0	0	16	0	1	18	18
/datadrive/data/ESAdocs/federal_register/citation.result.FR.action?federalRegister.volume=2010andfederalRegister.page=16499andpublication=FR.pdf	1	0	0	0	2	0	0	3	2
/datadrive/data/ESAdocs/federal_register/citation.result.FR.action?federalRegister.volume=2010andfederalRegister.page=17153andpublication=FR.pdf	0	0	0	0	2	0	0	2	2
/datadrive/data/ESAdocs/federal_register/citation.result.FR.action?federalRegister.volume=2010andfederalRegister.page=1741andpublication=FR.pdf	0	0	0	0	4	0	0	4	4
/datadrive/data/ESAdocs/federal_register/citation.result.FR.action?federalRegister.volume=2010andfederalRegister.page=17466andpublication=FR.pdf	4	0	0	3	15	8	0	30	45
/datadrive/data/ESAdocs/federal_register/citation.result.FR.action?federalRegister.volume=2010andfederalRegister.page=17667andpublication=FR.pdf	0	1	0	0	8	2	1	12	14
/datadrive/data/ESAdocs/federal_register/citation.result.FR.action?federalRegister.volume=2010andfederalRegister.page=17758andpublication=FR.pdf	0	0	0	0	3	1	1	5	3
/datadrive/data/ESAdocs/federal_register/citation.result.FR.action?federalRegister.volume=2010andfederalRegister.page=17760andpublication=FR.pdf	0	0	0	0	2	0	0	2	2
/datadrive/data/ESAdocs/federal_register/citation.result.FR.action?federalRegister.volume=2010andfederalRegister.page=17947andpublication=FR.pdf	0	0	0	0	4	0	0	4	4
/datadrive/data/ESAdocs/federal_register/citation.result.FR.action?federalRegister.volume=2010andfederalRegister.page=18232andpublication=FR.pdf	0	0	0	0	2	0	0	2	2
/datadrive/data/ESAdocs/federal_register/citation.result.FR.action?federalRegister.volume=2010andfederalRegister.page=18233andpublication=FR.pdf	0	0	0	0	2	0	0	2	2
/datadrive/data/ESAdocs/federal_register/citation.result.FR.action?federalRegister.volume=2010andfederalRegister.page=18960andpublication=FR.pdf	2	0	6	9	96	1	0	114	207
/datadrive/data/ESAdocs/federal_register/citation.result.FR.action?federalRegister.volume=2010andfederalRegister.page=19575andpublication=FR.pdf	0	0	0	0	8	0	0	8	16
/datadrive/data/ESAdocs/federal_register/citation.result.FR.action?federalRegister.volume=2010andfederalRegister.page=19591andpublication=FR.pdf	0	0	0	0	1	0	0	1	2
/datadrive/data/ESAdocs/federal_register/citation.result.FR.action?federalRegister.volume=2010andfederalRegister.page=2102andpublication=FR.pdf	0	0	0	0	1	0	0	1	3
/datadrive/data/ESAdocs/federal_register/citation.result.FR.action?federalRegister.volume=2010andfederalRegister.page=21394andpublication=FR.pdf	2	0	1	0	43	4	1	51	60
/datadrive/data/ESAdocs/federal_register/citation.result.FR.action?federalRegister.volume=2010andfederalRegister.page=21568andpublication=FR.pdf	0	0	0	0	3	0	0	3	4
/datadrive/data/ESAdocs/federal_register/citation.result.FR.action?federalRegister.volume=2010andfederalRegister.page=21649andpublication=FR.pdf	0	0	0	0	2	0	0	2	2
/datadrive/data/ESAdocs/federal_register/citation.result.FR.action?federalRegister.volume=2010andfederalRegister.page=2270andpublication=FR.pdf	6	3	1	0	37	5	9	61	163
/datadrive/data/ESAdocs/federal_register/citation.result.FR.action?federalRegister.volume=2010andfederalRegister.page=235andpublication=FR.pdf	1	0	1	2	16	0	0	20	16
/datadrive/data/ESAdocs/federal_register/citation.result.FR.action?federalRegister.volume=2010andfederalRegister.page=23654andpublication=FR.pdf	0	0	0	0	7	0	0	7	10
/datadrive/data/ESAdocs/federal_register/citation.result.FR.action?federalRegister.volume=2010andfederalRegister.page=24741andpublication=FR.pdf	0	0	0	0	2	0	0	2	2
/datadrive/data/ESAdocs/federal_register/citation.result.FR.action?federalRegister.volume=2010andfederalRegister.page=28636andpublication=FR.pdf	0	1	0	0	6	0	0	7	7
/datadrive/data/ESAdocs/federal_register/citation.result.FR.action?federalRegister.volume=2010andfederalRegister.page=286andpublication=FR.pdf	9	3	4	0	24	1	0	41	25
/datadrive/data/ESAdocs/federal_register/citation.result.FR.action?federalRegister.volume=2010andfederalRegister.page=30757andpublication=FR.pdf	8	0	3	6	10	2	0	29	13
/datadrive/data/ESAdocs/federal_register/citation.result.FR.action?federalRegister.volume=2010andfederalRegister.page=31387andpublication=FR.pdf	0	0	0	0	22	2	4	28	25
/datadrive/data/ESAdocs/federal_register/citation.result.FR.action?federalRegister.volume=2010andfederalRegister.page=3190andpublication=FR.pdf	0	0	0	0	2	0	0	2	2
/datadrive/data/ESAdocs/federal_register/citation.result.FR.action?federalRegister.volume=2010andfederalRegister.page=32727andpublication=FR.pdf	0	0	0	0	0	0	0	0	2
/datadrive/data/ESAdocs/federal_register/citation.result.FR.action?federalRegister.volume=2010andfederalRegister.page=32869andpublication=FR.pdf	0	0	0	0	4	0	0	4	4
/datadrive/data/ESAdocs/federal_register/citation.result.FR.action?federalRegister.volume=2010andfederalRegister.page=34077andpublication=FR.pdf	0	0	1	2	10	0	0	13	12
/datadrive/data/ESAdocs/federal_register/citation.result.FR.action?federalRegister.volume=2010andfederalRegister.page=3424andpublication=FR.pdf	0	0	0	0	7	1	0	8	11
/datadrive/data/ESAdocs/federal_register/citation.result.FR.action?federalRegister.volume=2010andfederalRegister.page=35375andpublication=FR.pdf	0	0	0	0	19	4	1	24	23
/datadrive/data/ESAdocs/federal_register/citation.result.FR.action?federalRegister.volume=2010andfederalRegister.page=35424andpublication=FR.pdf	0	1	0	0	8	4	4	17	9
/datadrive/data/ESAdocs/federal_register/citation.result.FR.action?federalRegister.volume=2010andfederalRegister.page=35721andpublication=FR.pdf	6	0	6	7	23	0	0	42	26
/datadrive/data/ESAdocs/federal_register/citation.result.FR.action?federalRegister.volume=2010andfederalRegister.page=35746andpublication=FR.pdf	1	0	3	0	5	0	0	9	6
/datadrive/data/ESAdocs/federal_register/citation.result.FR.action?federalRegister.volume=2010andfederalRegister.page=35751andpublication=FR.pdf	0	0	1	0	11	6	6	24	13
/datadrive/data/ESAdocs/federal_register/citation.result.FR.action?federalRegister.volume=2010andfederalRegister.page=35990andpublication=FR.pdf	0	0	0	2	20	3	0	25	23
/datadrive/data/ESAdocs/federal_register/citation.result.FR.action?federalRegister.volume=2010andfederalRegister.page=36035andpublication=FR.pdf	2	0	3	1	21	11	11	49	23
/datadrive/data/ESAdocs/federal_register/citation.result.FR.action?federalRegister.volume=2010andfederalRegister.page=37460andpublication=FR.pdf	0	1	0	0	2	0	0	3	2
/datadrive/data/ESAdocs/federal_register/citation.result.FR.action?federalRegister.volume=2010andfederalRegister.page=41886andpublication=FR.pdf	0	0	0	0	2	0	0	2	2
/datadrive/data/ESAdocs/federal_register/citation.result.FR.action?federalRegister.volume=2010andfederalRegister.page=42033andpublication=FR.pdf	0	0	0	0	6	0	0	6	8
/datadrive/data/ESAdocs/federal_register/citation.result.FR.action?federalRegister.volume=2010andfederalRegister.page=42490andpublication=FR.pdf	3	0	3	0	44	1	1	52	82
/datadrive/data/ESAdocs/federal_register/citation.result.FR.action?federalRegister.volume=2010andfederalRegister.page=43844andpublication=FR.pdf	0	0	0	0	9	0	0	9	10
/datadrive/data/ESAdocs/federal_register/citation.result.FR.action?federalRegister.volume=2010andfederalRegister.page=43853andpublication=FR.pdf	3	0	4	4	12	0	0	23	12
/datadrive/data/ESAdocs/federal_register/citation.result.FR.action?federalRegister.volume=2010andfederalRegister.page=45497andpublication=FR.pdf	2	4	4	4	22	0	0	36	31
/datadrive/data/ESAdocs/federal_register/citation.result.FR.action?federalRegister.volume=2010andfederalRegister.page=46894andpublication=FR.pdf	0	0	0	0	4	0	0	4	5
/datadrive/data/ESAdocs/federal_register/citation.result.FR.action?federalRegister.volume=2010andfederalRegister.page=47025andpublication=FR.pdf	0	0	0	0	1	0	0	1	2
/datadrive/data/ESAdocs/federal_register/citation.result.FR.action?federalRegister.volume=2010andfederalRegister.page=48294andpublication=FR.pdf	0	0	0	2	3	0	0	5	5
/datadrive/data/ESAdocs/federal_register/citation.result.FR.action?federalRegister.volume=2010andfederalRegister.page=48914andpublication=FR.pdf	3	0	1	0	5	0	0	9	6
/datadrive/data/ESAdocs/federal_register/citation.result.FR.action?federalRegister.volume=2010andfederalRegister.page=50814andpublication=FR.pdf	3	2	3	0	21	2	1	32	30
/datadrive/data/ESAdocs/federal_register/citation.result.FR.action?federalRegister.volume=2010andfederalRegister.page=51204andpublication=FR.pdf	0	1	1	1	20	0	0	23	20
/datadrive/data/ESAdocs/federal_register/citation.result.FR.action?federalRegister.volume=2010andfederalRegister.page=51223andpublication=FR.pdf	0	0	1	0	14	0	0	15	15
/datadrive/data/ESAdocs/federal_register/citation.result.FR.action?federalRegister.volume=2010andfederalRegister.page=52547andpublication=FR.pdf	0	0	0	0	3	0	0	3	3
/datadrive/data/ESAdocs/federal_register/citation.result.FR.action?federalRegister.volume=2010andfederalRegister.page=5263andpublication=FR.pdf	0	0	0	0	14	9	6	29	16
/datadrive/data/ESAdocs/federal_register/citation.result.FR.action?federalRegister.volume=2010andfederalRegister.page=53598andpublication=FR.pdf	0	0	0	0	6	0	0	6	9
/datadrive/data/ESAdocs/federal_register/citation.result.FR.action?federalRegister.volume=2010andfederalRegister.page=53978andpublication=FR.pdf	0	0	0	0	2	0	0	2	2
/datadrive/data/ESAdocs/federal_register/citation.result.FR.action?federalRegister.volume=2010andfederalRegister.page=54561andpublication=FR.pdf	2	0	3	0	17	5	8	35	19
/datadrive/data/ESAdocs/federal_register/citation.result.FR.action?federalRegister.volume=2010andfederalRegister.page=54822andpublication=FR.pdf	3	1	2	1	17	0	0	24	24
/datadrive/data/ESAdocs/federal_register/citation.result.FR.action?federalRegister.volume=2010andfederalRegister.page=55686andpublication=FR.pdf	0	0	0	0	2	0	0	2	4
/datadrive/data/ESAdocs/federal_register/citation.result.FR.action?federalRegister.volume=2010andfederalRegister.page=55730andpublication=FR.pdf	0	0	0	0	6	0	0	6	6
/datadrive/data/ESAdocs/federal_register/citation.result.FR.action?federalRegister.volume=2010andfederalRegister.page=55820andpublication=FR.pdf	0	0	0	0	3	0	0	3	4
/datadrive/data/ESAdocs/federal_register/citation.result.FR.action?federalRegister.volume=2010andfederalRegister.page=56131andpublication=FR.pdf	0	0	0	0	3	0	0	3	3
/datadrive/data/ESAdocs/federal_register/citation.result.FR.action?federalRegister.volume=2010andfederalRegister.page=57055andpublication=FR.pdf	0	0	0	0	1	0	0	1	2
/datadrive/data/ESAdocs/federal_register/citation.result.FR.action?federalRegister.volume=2010andfederalRegister.page=5732andpublication=FR.pdf	3	1	0	0	12	0	0	16	14
/datadrive/data/ESAdocs/federal_register/citation.result.FR.action?federalRegister.volume=2010andfederalRegister.page=57426andpublication=FR.pdf	0	0	0	0	3	0	0	3	6
/datadrive/data/ESAdocs/federal_register/citation.result.FR.action?federalRegister.volume=2010andfederalRegister.page=57720andpublication=FR.pdf	0	1	1	0	9	0	0	11	15
/datadrive/data/ESAdocs/federal_register/citation.result.FR.action?federalRegister.volume=2010andfederalRegister.page=59645andpublication=FR.pdf	0	0	0	0	9	1	0	10	12
/datadrive/data/ESAdocs/federal_register/citation.result.FR.action?federalRegister.volume=2010andfederalRegister.page=59804andpublication=FR.pdf	14	3	2	2	49	0	0	70	61
/datadrive/data/ESAdocs/federal_register/citation.result.FR.action?federalRegister.volume=2010andfederalRegister.page=60516andpublication=FR.pdf	16	4	4	3	44	1	0	72	47
/datadrive/data/ESAdocs/federal_register/citation.result.FR.action?federalRegister.volume=2010andfederalRegister.page=606andpublication=FR.pdf	2	2	3	2	41	6	7	63	45
/datadrive/data/ESAdocs/federal_register/citation.result.FR.action?federalRegister.volume=2010andfederalRegister.page=61664andpublication=FR.pdf	4	0	0	0	19	14	12	49	27
/datadrive/data/ESAdocs/federal_register/citation.result.FR.action?federalRegister.volume=2010andfederalRegister.page=62192andpublication=FR.pdf	0	2	2	1	35	1	1	42	65
/datadrive/data/ESAdocs/federal_register/citation.result.FR.action?federalRegister.volume=2010andfederalRegister.page=62562andpublication=FR.pdf	0	0	0	0	1	0	0	1	3
/datadrive/data/ESAdocs/federal_register/citation.result.FR.action?federalRegister.volume=2010andfederalRegister.page=63898andpublication=FR.pdf	6	13	2	0	97	22	21	161	174
/datadrive/data/ESAdocs/federal_register/citation.result.FR.action?federalRegister.volume=2010andfederalRegister.page=65574andpublication=FR.pdf	0	0	0	0	4	0	0	4	6
/datadrive/data/ESAdocs/federal_register/citation.result.FR.action?federalRegister.volume=2010andfederalRegister.page=6613andpublication=FR.pdf	0	0	0	0	1	0	3	4	4
/datadrive/data/ESAdocs/federal_register/citation.result.FR.action?federalRegister.volume=2010andfederalRegister.page=66482andpublication=FR.pdf	18	0	1	2	56	17	7	101	72
/datadrive/data/ESAdocs/federal_register/citation.result.FR.action?federalRegister.volume=2010andfederalRegister.page=6696andpublication=FR.pdf	0	0	0	0	2	0	0	2	2
/datadrive/data/ESAdocs/federal_register/citation.result.FR.action?federalRegister.volume=2010andfederalRegister.page=6697andpublication=FR.pdf	0	0	0	0	2	0	0	2	2
/datadrive/data/ESAdocs/federal_register/citation.result.FR.action?federalRegister.volume=2010andfederalRegister.page=67512andpublication=FR.pdf	3	0	1	0	27	13	18	62	40
/datadrive/data/ESAdocs/federal_register/citation.result.FR.action?federalRegister.volume=2010andfederalRegister.page=67552andpublication=FR.pdf	2	0	0	1	20	11	5	39	33
/datadrive/data/ESAdocs/federal_register/citation.result.FR.action?federalRegister.volume=2010andfederalRegister.page=67925andpublication=FR.pdf	3	1	0	1	18	1	3	27	20
/datadrive/data/ESAdocs/federal_register/citation.result.FR.action?federalRegister.volume=2010andfederalRegister.page=68719andpublication=FR.pdf	0	0	0	0	5	0	0	5	7
/datadrive/data/ESAdocs/federal_register/citation.result.FR.action?federalRegister.volume=2010andfederalRegister.page=68821andpublication=FR.pdf	0	0	0	0	3	0	1	4	3
/datadrive/data/ESAdocs/federal_register/citation.result.FR.action?federalRegister.volume=2010andfederalRegister.page=69222andpublication=FR.pdf	13	5	12	13	62	10	8	123	74
/datadrive/data/ESAdocs/federal_register/citation.result.FR.action?federalRegister.volume=2010andfederalRegister.page=71726andpublication=FR.pdf	0	0	0	0	2	0	0	2	4
/datadrive/data/ESAdocs/federal_register/citation.result.FR.action?federalRegister.volume=2010andfederalRegister.page=74073andpublication=FR.pdf	0	0	0	0	3	0	0	3	3
/datadrive/data/ESAdocs/federal_register/citation.result.FR.action?federalRegister.volume=2010andfederalRegister.page=74546andpublication=FR.pdf	0	0	0	0	27	0	1	28	60
/datadrive/data/ESAdocs/federal_register/citation.result.FR.action?federalRegister.volume=2010andfederalRegister.page=75913andpublication=FR.pdf	1	0	0	0	18	8	12	39	19
/datadrive/data/ESAdocs/federal_register/citation.result.FR.action?federalRegister.volume=2010andfederalRegister.page=76086andpublication=FR.pdf	0	0	2	0	42	0	1	45	53
/datadrive/data/ESAdocs/federal_register/citation.result.FR.action?federalRegister.volume=2010andfederalRegister.page=7625andpublication=FR.pdf	0	0	0	0	2	0	1	3	2
/datadrive/data/ESAdocs/federal_register/citation.result.FR.action?federalRegister.volume=2010andfederalRegister.page=77962andpublication=FR.pdf	0	0	4	0	41	35	14	94	67
/datadrive/data/ESAdocs/federal_register/citation.result.FR.action?federalRegister.volume=2010andfederalRegister.page=78030andpublication=FR.pdf	1	2	0	0	30	0	0	33	33
/datadrive/data/ESAdocs/federal_register/citation.result.FR.action?federalRegister.volume=2010andfederalRegister.page=78430andpublication=FR.pdf	4	1	3	0	34	2	1	45	55
/datadrive/data/ESAdocs/federal_register/citation.result.FR.action?federalRegister.volume=2010andfederalRegister.page=78514andpublication=FR.pdf	15	3	3	6	36	1	0	64	44
/datadrive/data/ESAdocs/federal_register/citation.result.FR.action?federalRegister.volume=2010andfederalRegister.page=81637andpublication=FR.pdf	0	0	0	0	3	0	0	3	3
/datadrive/data/ESAdocs/federal_register/citation.result.FR.action?federalRegister.volume=2010andfederalRegister.page=8293andpublication=FR.pdf	0	0	0	0	2	0	0	2	2
/datadrive/data/ESAdocs/federal_register/citation.result.FR.action?federalRegister.volume=2010andfederalRegister.page=8736andpublication=FR.pdf	0	0	0	0	3	0	0	3	3
/datadrive/data/ESAdocs/federal_register/citation.result.FR.action?federalRegister.volume=2011andfederalRegister.page=2863andpublication=FR.pdf	0	0	0	0	7	0	0	7	9
/datadrive/data/ESAdocs/federal_register/citation.result.FR.action?federalRegister.volume=2011andfederalRegister.page=3069andpublication=FR.pdf	0	0	0	0	4	0	0	4	6
/datadrive/data/ESAdocs/federal_register/citation.result.FR.action?federalRegister.volume=2012andfederalRegister.page=38819andpublication=FR.pdf	0	0	0	0	2	0	0	2	3
/datadrive/data/ESAdocs/federal_register/citation.result.FR.action?federalRegister.volume=2012andfederalRegister.page=50526andpublication=FR.pdf	0	0	0	0	4	0	0	4	5
/datadrive/data/ESAdocs/federal_register/citation.result.FR.action?federalRegister.volume=2012andfederalRegister.page=71013andpublication=FR.pdf	0	0	0	0	2	0	0	2	3
/datadrive/data/ESAdocs/federal_register/citation.result.FR.action?federalRegister.volume=2013andfederalRegister.page=11218andpublication=FR.pdf	1	0	0	0	3	0	0	4	3
/datadrive/data/ESAdocs/federal_register/E7-17716.pdf	0	0	0	0	4	2	0	6	5
/datadrive/data/ESAdocs/federal_register/E7-19882.pdf	0	0	0	0	1	0	0	1	2
/datadrive/data/ESAdocs/federal_register/E7-24148.pdf	0	0	0	0	2	0	0	2	3
/datadrive/data/ESAdocs/federal_register/E8-17368.pdf	0	0	0	0	2	0	0	2	2
/datadrive/data/ESAdocs/federal_register/E8-31029.pdf	0	0	0	0	0	0	0	0	1
/datadrive/data/ESAdocs/federal_register/E9-30900.pdf	0	0	0	0	4	0	0	4	4
/datadrive/data/ESAdocs/federal_register/E9-30908.pdf	0	0	0	0	4	0	0	4	5
/datadrive/data/ESAdocs/federal_register/federal_register_2014-19353.pdf	2	0	0	0	40	6	3	51	40
/datadrive/data/ESAdocs/federal_register/fr1000.pdf	0	0	2	1	1	0	0	4	4
/datadrive/data/ESAdocs/federal_register/fr1001.pdf	1	0	0	0	3	0	0	4	3
/datadrive/data/ESAdocs/federal_register/fr1002.pdf	0	0	1	0	3	0	0	4	4
/datadrive/data/ESAdocs/federal_register/fr1003.pdf	0	0	1	0	1	0	0	2	4
/datadrive/data/ESAdocs/federal_register/fr1004.pdf	1	0	3	3	1	0	0	8	4
/datadrive/data/ESAdocs/federal_register/fr1005.pdf	0	0	0	0	2	0	0	2	3
/datadrive/data/ESAdocs/federal_register/fr1008.pdf	1	0	0	0	2	0	0	3	4
/datadrive/data/ESAdocs/federal_register/fr1009.pdf	0	0	0	0	2	0	0	2	2
/datadrive/data/ESAdocs/federal_register/fr100.pdf	0	0	0	0	1	0	0	1	3
/datadrive/data/ESAdocs/federal_register/fr1010.pdf	0	0	0	0	0	0	0	0	2
/datadrive/data/ESAdocs/federal_register/fr1011.pdf	0	0	0	1	4	0	0	5	4
/datadrive/data/ESAdocs/federal_register/fr1012.pdf	0	0	0	2	4	0	0	6	5
/datadrive/data/ESAdocs/federal_register/fr1014.pdf	1	1	1	1	4	0	0	8	5
/datadrive/data/ESAdocs/federal_register/fr1016.pdf	0	0	0	0	2	0	0	2	5
/datadrive/data/ESAdocs/federal_register/fr1017.pdf	0	0	0	0	1	0	0	1	4
/datadrive/data/ESAdocs/federal_register/fr1018.pdf	0	0	0	0	2	0	0	2	4
/datadrive/data/ESAdocs/federal_register/fr1021.pdf	0	0	0	0	4	0	0	4	6
/datadrive/data/ESAdocs/federal_register/fr1022.pdf	0	0	0	0	7	0	0	7	10
/datadrive/data/ESAdocs/federal_register/fr1025.pdf	1	0	1	0	6	0	1	9	7
/datadrive/data/ESAdocs/federal_register/fr1026.pdf	0	0	1	0	6	0	0	7	6
/datadrive/data/ESAdocs/federal_register/fr1027.pdf	0	0	0	0	40	0	0	40	52
/datadrive/data/ESAdocs/federal_register/fr102.pdf	0	0	0	0	1	0	0	1	3
/datadrive/data/ESAdocs/federal_register/fr103.pdf	0	0	0	0	0	0	0	0	7
/datadrive/data/ESAdocs/federal_register/fr1042.pdf	0	0	0	0	2	0	0	2	5
/datadrive/data/ESAdocs/federal_register/fr1043.pdf	0	0	0	0	4	0	0	4	4
