file	n_pages_livestock	n_pages_sheep	n_pages_cattle	n_pages_trampl	n_pages_graz	n_pages_sedi	n_pages_qual	n_hits	n_pages
/datadrive/data/ESAdocs/federal_register/citation.result.FR.action?federalRegister.volume=2000andfederalRegister.page=64414andpublication=FR.pdf	0	0	0	0	1	0	0	1	2
/datadrive/data/ESAdocs/federal_register/citation.result.FR.action?federalRegister.volume=2000andfederalRegister.page=64649andpublication=FR.pdf	0	0	0	1	2	0	0	3	2
/datadrive/data/ESAdocs/federal_register/citation.result.FR.action?federalRegister.volume=2000andfederalRegister.page=65287andpublication=FR.pdf	0	0	0	0	1	0	0	1	2
/datadrive/data/ESAdocs/federal_register/citation.result.FR.action?federalRegister.volume=2000andfederalRegister.page=6590andpublication=FR.pdf	0	0	0	0	2	0	0	2	2
/datadrive/data/ESAdocs/federal_register/citation.result.FR.action?federalRegister.volume=2000andfederalRegister.page=67334andpublication=FR.pdf	0	0	0	0	2	0	0	2	2
/datadrive/data/ESAdocs/federal_register/citation.result.FR.action?federalRegister.volume=2000andfederalRegister.page=67335andpublication=FR.pdf	1	0	1	0	9	0	1	12	9
/datadrive/data/ESAdocs/federal_register/citation.result.FR.action?federalRegister.volume=2000andfederalRegister.page=69459andpublication=FR.pdf	2	10	0	0	24	1	1	38	25
/datadrive/data/ESAdocs/federal_register/citation.result.FR.action?federalRegister.volume=2000andfederalRegister.page=69624andpublication=FR.pdf	12	4	4	0	17	0	0	37	21
/datadrive/data/ESAdocs/federal_register/citation.result.FR.action?federalRegister.volume=2000andfederalRegister.page=69896andpublication=FR.pdf	0	0	0	0	2	0	0	2	2
/datadrive/data/ESAdocs/federal_register/citation.result.FR.action?federalRegister.volume=2000andfederalRegister.page=76207andpublication=FR.pdf	0	0	0	0	3	0	0	3	3
/datadrive/data/ESAdocs/federal_register/citation.result.FR.action?federalRegister.volume=2000andfederalRegister.page=77178andpublication=FR.pdf	1	0	0	0	13	2	1	17	32
/datadrive/data/ESAdocs/federal_register/citation.result.FR.action?federalRegister.volume=2000andfederalRegister.page=7856andpublication=FR.pdf	0	0	0	0	1	0	0	1	2
/datadrive/data/ESAdocs/federal_register/citation.result.FR.action?federalRegister.volume=2000andfederalRegister.page=79192andpublication=FR.pdf	0	1	14	10	48	0	1	74	85
/datadrive/data/ESAdocs/federal_register/citation.result.FR.action?federalRegister.volume=2000andfederalRegister.page=81182andpublication=FR.pdf	1	0	0	0	13	1	0	15	32
/datadrive/data/ESAdocs/federal_register/citation.result.FR.action?federalRegister.volume=2000andfederalRegister.page=82086andpublication=FR.pdf	0	4	5	1	31	0	1	42	42
/datadrive/data/ESAdocs/federal_register/citation.result.FR.action?federalRegister.volume=2000andfederalRegister.page=83158andpublication=FR.pdf	1	1	7	4	42	0	1	56	60
/datadrive/data/ESAdocs/federal_register/citation.result.FR.action?federalRegister.volume=2000andfederalRegister.page=8434andpublication=FR.pdf	0	0	0	0	2	0	0	2	3
/datadrive/data/ESAdocs/federal_register/citation.result.FR.action?federalRegister.volume=2001andfederalRegister.page=1089andpublication=FR.pdf	0	0	0	0	3	0	0	3	3
/datadrive/data/ESAdocs/federal_register/citation.result.FR.action?federalRegister.volume=2001andfederalRegister.page=18002andpublication=FR.pdf	4	0	1	1	29	5	9	49	34
/datadrive/data/ESAdocs/federal_register/citation.result.FR.action?federalRegister.volume=2001andfederalRegister.page=29046andpublication=FR.pdf	0	0	0	0	7	0	0	7	10
/datadrive/data/ESAdocs/federal_register/citation.result.FR.action?federalRegister.volume=2001andfederalRegister.page=30746andpublication=FR.pdf	1	0	2	0	2	0	0	5	2
/datadrive/data/ESAdocs/federal_register/citation.result.FR.action?federalRegister.volume=2001andfederalRegister.page=33623andpublication=FR.pdf	0	0	0	0	1	0	0	1	2
/datadrive/data/ESAdocs/federal_register/citation.result.FR.action?federalRegister.volume=2001andfederalRegister.page=35451andpublication=FR.pdf	0	0	0	0	2	0	0	2	2
/datadrive/data/ESAdocs/federal_register/citation.result.FR.action?federalRegister.volume=2001andfederalRegister.page=35547andpublication=FR.pdf	0	0	0	1	12	0	0	13	20
/datadrive/data/ESAdocs/federal_register/citation.result.FR.action?federalRegister.volume=2001andfederalRegister.page=36137andpublication=FR.pdf	0	6	0	0	39	3	2	50	107
/datadrive/data/ESAdocs/federal_register/citation.result.FR.action?federalRegister.volume=2001andfederalRegister.page=45829andpublication=FR.pdf	0	0	0	0	4	0	0	4	5
/datadrive/data/ESAdocs/federal_register/citation.result.FR.action?federalRegister.volume=2001andfederalRegister.page=52638andpublication=FR.pdf	0	0	0	0	3	1	0	4	3
/datadrive/data/ESAdocs/federal_register/citation.result.FR.action?federalRegister.volume=2001andfederalRegister.page=63752andpublication=FR.pdf	0	0	4	0	18	0	0	22	32
/datadrive/data/ESAdocs/federal_register/citation.result.FR.action?federalRegister.volume=2001andfederalRegister.page=9476andpublication=FR.pdf	0	0	0	1	14	0	0	15	33
/datadrive/data/ESAdocs/federal_register/citation.result.FR.action?federalRegister.volume=2002andfederalRegister.page=35942andpublication=FR.pdf	4	11	0	0	11	0	0	26	16
/datadrive/data/ESAdocs/federal_register/citation.result.FR.action?federalRegister.volume=2002andfederalRegister.page=39737andpublication=FR.pdf	0	0	0	0	3	0	0	3	3
/datadrive/data/ESAdocs/federal_register/citation.result.FR.action?federalRegister.volume=2002andfederalRegister.page=45755andpublication=FR.pdf	1	0	0	0	2	0	0	3	2
/datadrive/data/ESAdocs/federal_register/citation.result.FR.action?federalRegister.volume=2002andfederalRegister.page=67803andpublication=FR.pdf	0	0	2	0	12	2	1	17	16
/datadrive/data/ESAdocs/federal_register/citation.result.FR.action?federalRegister.volume=2003andfederalRegister.page=13370andpublication=FR.pdf	0	0	2	0	37	14	11	64	127
/datadrive/data/ESAdocs/federal_register/citation.result.FR.action?federalRegister.volume=2003andfederalRegister.page=14581andpublication=FR.pdf	0	0	0	0	2	0	0	2	3
/datadrive/data/ESAdocs/federal_register/citation.result.FR.action?federalRegister.volume=2003andfederalRegister.page=14752andpublication=FR.pdf	1	0	3	0	17	7	3	31	82
/datadrive/data/ESAdocs/federal_register/citation.result.FR.action?federalRegister.volume=2003andfederalRegister.page=16602andpublication=FR.pdf	0	0	0	0	18	0	1	19	41
/datadrive/data/ESAdocs/federal_register/citation.result.FR.action?federalRegister.volume=2003andfederalRegister.page=17156andpublication=FR.pdf	1	0	1	0	34	2	3	41	77
/datadrive/data/ESAdocs/federal_register/citation.result.FR.action?federalRegister.volume=2003andfederalRegister.page=19888andpublication=FR.pdf	0	0	0	0	17	0	1	18	31
/datadrive/data/ESAdocs/federal_register/citation.result.FR.action?federalRegister.volume=2003andfederalRegister.page=20228andpublication=FR.pdf	0	0	0	0	22	1	0	23	86
/datadrive/data/ESAdocs/federal_register/citation.result.FR.action?federalRegister.volume=2003andfederalRegister.page=204andpublication=FR.pdf	0	0	0	0	11	0	0	11	34
/datadrive/data/ESAdocs/federal_register/citation.result.FR.action?federalRegister.volume=2003andfederalRegister.page=24615andpublication=FR.pdf	0	0	0	0	3	0	0	3	23
/datadrive/data/ESAdocs/federal_register/citation.result.FR.action?federalRegister.volume=2003andfederalRegister.page=26033andpublication=FR.pdf	2	1	23	9	80	1	2	118	233
/datadrive/data/ESAdocs/federal_register/citation.result.FR.action?federalRegister.volume=2003andfederalRegister.page=34710andpublication=FR.pdf	1	0	6	0	42	1	2	52	58
/datadrive/data/ESAdocs/federal_register/citation.result.FR.action?federalRegister.volume=2003andfederalRegister.page=36149andpublication=FR.pdf	3	0	37	15	122	0	1	178	458
/datadrive/data/ESAdocs/federal_register/citation.result.FR.action?federalRegister.volume=2003andfederalRegister.page=37276andpublication=FR.pdf	1	1	1	0	30	6	0	39	58
/datadrive/data/ESAdocs/federal_register/citation.result.FR.action?federalRegister.volume=2003andfederalRegister.page=46733andpublication=FR.pdf	2	0	4	0	100	3	33	142	185
/datadrive/data/ESAdocs/federal_register/citation.result.FR.action?federalRegister.volume=2003andfederalRegister.page=46870andpublication=FR.pdf	0	0	0	0	22	0	1	23	49
/datadrive/data/ESAdocs/federal_register/citation.result.FR.action?federalRegister.volume=2003andfederalRegister.page=60112andpublication=FR.pdf	1	0	0	0	3	0	0	4	4
/datadrive/data/ESAdocs/federal_register/citation.result.FR.action?federalRegister.volume=2003andfederalRegister.page=66820andpublication=FR.pdf	0	0	1	0	2	0	2	5	2
/datadrive/data/ESAdocs/federal_register/citation.result.FR.action?federalRegister.volume=2003andfederalRegister.page=8088andpublication=FR.pdf	2	0	1	0	48	7	14	72	49
/datadrive/data/ESAdocs/federal_register/citation.result.FR.action?federalRegister.volume=2003andfederalRegister.page=9265andpublication=FR.pdf	1	1	23	13	117	0	1	156	365
/datadrive/data/ESAdocs/federal_register/citation.result.FR.action?federalRegister.volume=2004andfederalRegister.page=17383andpublication=FR.pdf	0	0	0	0	2	1	0	3	4
/datadrive/data/ESAdocs/federal_register/citation.result.FR.action?federalRegister.volume=2004andfederalRegister.page=18279andpublication=FR.pdf	0	0	0	0	9	0	1	10	13
/datadrive/data/ESAdocs/federal_register/citation.result.FR.action?federalRegister.volume=2004andfederalRegister.page=2726andpublication=FR.pdf	0	0	0	0	2	0	0	2	2
/datadrive/data/ESAdocs/federal_register/citation.result.FR.action?federalRegister.volume=2004andfederalRegister.page=29081andpublication=FR.pdf	0	0	1	1	17	0	0	19	20
/datadrive/data/ESAdocs/federal_register/citation.result.FR.action?federalRegister.volume=2004andfederalRegister.page=29121andpublication=FR.pdf	0	1	0	0	1	0	0	2	2
/datadrive/data/ESAdocs/federal_register/citation.result.FR.action?federalRegister.volume=2004andfederalRegister.page=31569andpublication=FR.pdf	1	1	1	1	10	2	0	16	14
/datadrive/data/ESAdocs/federal_register/citation.result.FR.action?federalRegister.volume=2004andfederalRegister.page=40084andpublication=FR.pdf	1	0	4	0	15	8	11	39	89
/datadrive/data/ESAdocs/federal_register/citation.result.FR.action?federalRegister.volume=2004andfederalRegister.page=43664andpublication=FR.pdf	9	1	2	0	27	0	0	39	30
/datadrive/data/ESAdocs/federal_register/citation.result.FR.action?federalRegister.volume=2004andfederalRegister.page=47834andpublication=FR.pdf	3	0	0	0	14	1	0	18	29
/datadrive/data/ESAdocs/federal_register/citation.result.FR.action?federalRegister.volume=2004andfederalRegister.page=48115andpublication=FR.pdf	0	0	0	0	9	0	1	10	13
/datadrive/data/ESAdocs/federal_register/citation.result.FR.action?federalRegister.volume=2004andfederalRegister.page=48570andpublication=FR.pdf	0	0	1	0	30	1	1	33	81
/datadrive/data/ESAdocs/federal_register/citation.result.FR.action?federalRegister.volume=2004andfederalRegister.page=52519andpublication=FR.pdf	0	0	0	0	2	0	0	2	2
/datadrive/data/ESAdocs/federal_register/citation.result.FR.action?federalRegister.volume=2004andfederalRegister.page=53136andpublication=FR.pdf	1	0	1	0	15	5	9	31	46
/datadrive/data/ESAdocs/federal_register/citation.result.FR.action?federalRegister.volume=2004andfederalRegister.page=59996andpublication=FR.pdf	3	4	1	0	49	8	13	78	82
/datadrive/data/ESAdocs/federal_register/citation.result.FR.action?federalRegister.volume=2004andfederalRegister.page=60110andpublication=FR.pdf	1	1	1	1	18	0	0	22	25
/datadrive/data/ESAdocs/federal_register/citation.result.FR.action?federalRegister.volume=2004andfederalRegister.page=60706andpublication=FR.pdf	4	0	1	0	32	2	0	39	82
/datadrive/data/ESAdocs/federal_register/citation.result.FR.action?federalRegister.volume=2004andfederalRegister.page=70971andpublication=FR.pdf	0	0	0	0	1	0	0	1	2
/datadrive/data/ESAdocs/federal_register/citation.result.FR.action?federalRegister.volume=2004andfederalRegister.page=71071andpublication=FR.pdf	1	1	0	0	2	0	0	4	2
/datadrive/data/ESAdocs/federal_register/citation.result.FR.action?federalRegister.volume=2004andfederalRegister.page=71284andpublication=FR.pdf	1	0	1	1	21	0	0	24	37
/datadrive/data/ESAdocs/federal_register/citation.result.FR.action?federalRegister.volume=2005andfederalRegister.page=15052andpublication=FR.pdf	0	0	0	0	6	0	0	6	12
/datadrive/data/ESAdocs/federal_register/citation.result.FR.action?federalRegister.volume=2005andfederalRegister.page=19154andpublication=FR.pdf	0	0	4	1	37	3	2	47	52
/datadrive/data/ESAdocs/federal_register/citation.result.FR.action?federalRegister.volume=2005andfederalRegister.page=2183andpublication=FR.pdf	0	0	0	0	1	0	0	1	2
/datadrive/data/ESAdocs/federal_register/citation.result.FR.action?federalRegister.volume=2005andfederalRegister.page=24450andpublication=FR.pdf	0	0	0	0	3	0	1	4	3
/datadrive/data/ESAdocs/federal_register/citation.result.FR.action?federalRegister.volume=2005andfederalRegister.page=29779andpublication=FR.pdf	0	0	0	0	1	0	0	1	2
/datadrive/data/ESAdocs/federal_register/citation.result.FR.action?federalRegister.volume=2005andfederalRegister.page=33015andpublication=FR.pdf	1	0	0	2	15	4	0	22	19
/datadrive/data/ESAdocs/federal_register/citation.result.FR.action?federalRegister.volume=2005andfederalRegister.page=33774andpublication=FR.pdf	6	0	8	2	19	0	0	35	23
/datadrive/data/ESAdocs/federal_register/citation.result.FR.action?federalRegister.volume=2005andfederalRegister.page=34492andpublication=FR.pdf	0	0	0	0	3	0	1	4	3
/datadrive/data/ESAdocs/federal_register/citation.result.FR.action?federalRegister.volume=2005andfederalRegister.page=3546andpublication=FR.pdf	0	0	0	0	2	0	2	4	3
/datadrive/data/ESAdocs/federal_register/citation.result.FR.action?federalRegister.volume=2005andfederalRegister.page=39327andpublication=FR.pdf	0	0	0	0	3	0	0	3	3
/datadrive/data/ESAdocs/federal_register/citation.result.FR.action?federalRegister.volume=2005andfederalRegister.page=41423andpublication=FR.pdf	0	0	0	0	2	0	0	2	2
/datadrive/data/ESAdocs/federal_register/citation.result.FR.action?federalRegister.volume=2005andfederalRegister.page=42533andpublication=FR.pdf	1	0	0	0	2	0	1	4	3
/datadrive/data/ESAdocs/federal_register/citation.result.FR.action?federalRegister.volume=2005andfederalRegister.page=426andpublication=FR.pdf	1	0	2	0	24	11	6	44	34
/datadrive/data/ESAdocs/federal_register/citation.result.FR.action?federalRegister.volume=2005andfederalRegister.page=46924andpublication=FR.pdf	0	0	2	0	32	1	2	37	77
/datadrive/data/ESAdocs/federal_register/citation.result.FR.action?federalRegister.volume=2005andfederalRegister.page=49380andpublication=FR.pdf	1	0	2	0	41	8	1	53	80
/datadrive/data/ESAdocs/federal_register/citation.result.FR.action?federalRegister.volume=2005andfederalRegister.page=52488andpublication=FR.pdf	3	2	3	0	55	2	6	71	141
/datadrive/data/ESAdocs/federal_register/citation.result.FR.action?federalRegister.volume=2005andfederalRegister.page=53242andpublication=FR.pdf	0	0	0	0	2	0	0	2	2
/datadrive/data/ESAdocs/federal_register/citation.result.FR.action?federalRegister.volume=2005andfederalRegister.page=54106andpublication=FR.pdf	0	1	1	3	19	4	2	30	39
/datadrive/data/ESAdocs/federal_register/citation.result.FR.action?federalRegister.volume=2005andfederalRegister.page=54335andpublication=FR.pdf	0	0	1	0	7	0	0	8	15
/datadrive/data/ESAdocs/federal_register/citation.result.FR.action?federalRegister.volume=2005andfederalRegister.page=56970andpublication=FR.pdf	0	0	2	1	43	0	0	46	151
/datadrive/data/ESAdocs/federal_register/citation.result.FR.action?federalRegister.volume=2005andfederalRegister.page=57888andpublication=FR.pdf	0	0	0	0	2	0	0	2	2
/datadrive/data/ESAdocs/federal_register/citation.result.FR.action?federalRegister.volume=2005andfederalRegister.page=59952andpublication=FR.pdf	0	1	1	1	14	1	2	20	24
/datadrive/data/ESAdocs/federal_register/citation.result.FR.action?federalRegister.volume=2005andfederalRegister.page=60658andpublication=FR.pdf	0	1	1	1	24	1	2	30	38
/datadrive/data/ESAdocs/federal_register/citation.result.FR.action?federalRegister.volume=2005andfederalRegister.page=60886andpublication=FR.pdf	16	0	9	1	95	7	1	129	125
/datadrive/data/ESAdocs/federal_register/citation.result.FR.action?federalRegister.volume=2005andfederalRegister.page=66492andpublication=FR.pdf	2	0	2	0	28	0	0	32	109
/datadrive/data/ESAdocs/federal_register/citation.result.FR.action?federalRegister.volume=2005andfederalRegister.page=66664andpublication=FR.pdf	17	0	5	2	40	8	13	85	59
/datadrive/data/ESAdocs/federal_register/citation.result.FR.action?federalRegister.volume=2005andfederalRegister.page=66842andpublication=FR.pdf	0	0	0	0	3	0	0	3	3
/datadrive/data/ESAdocs/federal_register/citation.result.FR.action?federalRegister.volume=2005andfederalRegister.page=69348andpublication=FR.pdf	0	0	0	0	2	0	1	3	3
/datadrive/data/ESAdocs/federal_register/citation.result.FR.action?federalRegister.volume=2005andfederalRegister.page=69903andpublication=FR.pdf	0	0	0	0	10	0	0	10	10
/datadrive/data/ESAdocs/federal_register/citation.result.FR.action?federalRegister.volume=2005andfederalRegister.page=75546andpublication=FR.pdf	6	0	2	0	30	14	5	57	46
/datadrive/data/ESAdocs/federal_register/citation.result.FR.action?federalRegister.volume=2006andfederalRegister.page=15266andpublication=FR.pdf	13	1	2	0	38	0	0	54	41
/datadrive/data/ESAdocs/federal_register/citation.result.FR.action?federalRegister.volume=2006andfederalRegister.page=17757andpublication=FR.pdf	0	0	0	0	8	0	1	9	10
/datadrive/data/ESAdocs/federal_register/citation.result.FR.action?federalRegister.volume=2006andfederalRegister.page=18456andpublication=FR.pdf	4	1	0	2	21	7	2	37	39
/datadrive/data/ESAdocs/federal_register/citation.result.FR.action?federalRegister.volume=2006andfederalRegister.page=20607andpublication=FR.pdf	0	0	0	1	14	0	0	15	18
/datadrive/data/ESAdocs/federal_register/citation.result.FR.action?federalRegister.volume=2006andfederalRegister.page=20714andpublication=FR.pdf	0	0	0	0	3	0	0	3	3
/datadrive/data/ESAdocs/federal_register/citation.result.FR.action?federalRegister.volume=2006andfederalRegister.page=20717andpublication=FR.pdf	0	0	0	0	2	0	0	2	2
/datadrive/data/ESAdocs/federal_register/citation.result.FR.action?federalRegister.volume=2006andfederalRegister.page=26852andpublication=FR.pdf	0	0	0	0	8	4	2	14	21
/datadrive/data/ESAdocs/federal_register/citation.result.FR.action?federalRegister.volume=2006andfederalRegister.page=28653andpublication=FR.pdf	0	0	0	0	1	0	0	1	2
/datadrive/data/ESAdocs/federal_register/citation.result.FR.action?federalRegister.volume=2006andfederalRegister.page=31137andpublication=FR.pdf	0	0	0	0	4	0	0	4	5
/datadrive/data/ESAdocs/federal_register/citation.result.FR.action?federalRegister.volume=2006andfederalRegister.page=32124andpublication=FR.pdf	0	0	0	0	1	0	1	2	2
/datadrive/data/ESAdocs/federal_register/citation.result.FR.action?federalRegister.volume=2006andfederalRegister.page=32496andpublication=FR.pdf	3	0	1	0	7	0	0	11	8
/datadrive/data/ESAdocs/federal_register/citation.result.FR.action?federalRegister.volume=2006andfederalRegister.page=32746andpublication=FR.pdf	3	0	1	0	18	10	8	40	52
/datadrive/data/ESAdocs/federal_register/citation.result.FR.action?federalRegister.volume=2006andfederalRegister.page=33703andpublication=FR.pdf	0	0	0	0	13	2	1	16	19
/datadrive/data/ESAdocs/federal_register/citation.result.FR.action?federalRegister.volume=2006andfederalRegister.page=33770andpublication=FR.pdf	0	0	0	0	2	0	0	2	3
/datadrive/data/ESAdocs/federal_register/citation.result.FR.action?federalRegister.volume=2006andfederalRegister.page=34196andpublication=FR.pdf	0	0	0	0	29	4	2	35	36
/datadrive/data/ESAdocs/federal_register/citation.result.FR.action?federalRegister.volume=2006andfederalRegister.page=34566andpublication=FR.pdf	1	0	0	0	5	0	0	6	5
/datadrive/data/ESAdocs/federal_register/citation.result.FR.action?federalRegister.volume=2006andfederalRegister.page=35048andpublication=FR.pdf	0	0	0	0	4	0	0	4	38
/datadrive/data/ESAdocs/federal_register/citation.result.FR.action?federalRegister.volume=2006andfederalRegister.page=35286andpublication=FR.pdf	0	0	0	0	3	0	1	4	3
/datadrive/data/ESAdocs/federal_register/citation.result.FR.action?federalRegister.volume=2006andfederalRegister.page=35406andpublication=FR.pdf	0	0	0	0	1	0	0	1	2
/datadrive/data/ESAdocs/federal_register/citation.result.FR.action?federalRegister.volume=2006andfederalRegister.page=37525andpublication=FR.pdf	0	0	0	0	1	0	0	1	2
/datadrive/data/ESAdocs/federal_register/citation.result.FR.action?federalRegister.volume=2006andfederalRegister.page=37881andpublication=FR.pdf	0	0	0	0	3	0	0	3	6
/datadrive/data/ESAdocs/federal_register/citation.result.FR.action?federalRegister.volume=2006andfederalRegister.page=38593andpublication=FR.pdf	1	0	1	0	4	0	0	6	5
/datadrive/data/ESAdocs/federal_register/citation.result.FR.action?federalRegister.volume=2006andfederalRegister.page=39335andpublication=FR.pdf	0	0	0	0	3	0	0	3	3
/datadrive/data/ESAdocs/federal_register/citation.result.FR.action?federalRegister.volume=2006andfederalRegister.page=40588andpublication=FR.pdf	0	0	0	0	13	4	4	21	35
/datadrive/data/ESAdocs/federal_register/citation.result.FR.action?federalRegister.volume=2006andfederalRegister.page=40657andpublication=FR.pdf	4	0	2	2	14	5	1	28	18
/datadrive/data/ESAdocs/federal_register/citation.result.FR.action?federalRegister.volume=2006andfederalRegister.page=41041andpublication=FR.pdf	0	0	0	0	2	0	0	2	2
/datadrive/data/ESAdocs/federal_register/citation.result.FR.action?federalRegister.volume=2006andfederalRegister.page=41410andpublication=FR.pdf	0	0	0	0	2	0	0	2	5
/datadrive/data/ESAdocs/federal_register/citation.result.FR.action?federalRegister.volume=2006andfederalRegister.page=41835andpublication=FR.pdf	0	0	0	0	1	0	0	1	2
/datadrive/data/ESAdocs/federal_register/citation.result.FR.action?federalRegister.volume=2006andfederalRegister.page=42298andpublication=FR.pdf	5	0	0	0	16	0	0	21	18
/datadrive/data/ESAdocs/federal_register/citation.result.FR.action?federalRegister.volume=2006andfederalRegister.page=42410andpublication=FR.pdf	0	0	0	0	2	1	0	3	2
/datadrive/data/ESAdocs/federal_register/citation.result.FR.action?federalRegister.volume=2006andfederalRegister.page=42442andpublication=FR.pdf	1	1	0	0	41	2	2	47	79
/datadrive/data/ESAdocs/federal_register/citation.result.FR.action?federalRegister.volume=2006andfederalRegister.page=42871andpublication=FR.pdf	0	0	0	0	2	0	0	2	2
/datadrive/data/ESAdocs/federal_register/citation.result.FR.action?federalRegister.volume=2006andfederalRegister.page=43410andpublication=FR.pdf	15	5	5	0	23	0	0	48	23
/datadrive/data/ESAdocs/federal_register/citation.result.FR.action?federalRegister.volume=2006andfederalRegister.page=43514andpublication=FR.pdf	0	0	0	0	2	0	0	2	2
/datadrive/data/ESAdocs/federal_register/citation.result.FR.action?federalRegister.volume=2006andfederalRegister.page=44960andpublication=FR.pdf	0	0	0	0	6	2	0	8	7
/datadrive/data/ESAdocs/federal_register/citation.result.FR.action?federalRegister.volume=2006andfederalRegister.page=44966andpublication=FR.pdf	1	0	0	0	7	0	0	8	11
/datadrive/data/ESAdocs/federal_register/citation.result.FR.action?federalRegister.volume=2006andfederalRegister.page=44976andpublication=FR.pdf	0	0	0	0	3	0	0	3	5
/datadrive/data/ESAdocs/federal_register/citation.result.FR.action?federalRegister.volume=2006andfederalRegister.page=46864andpublication=FR.pdf	0	0	0	0	5	0	0	5	7
/datadrive/data/ESAdocs/federal_register/citation.result.FR.action?federalRegister.volume=2006andfederalRegister.page=46994andpublication=FR.pdf	0	2	2	1	29	0	0	34	62
/datadrive/data/ESAdocs/federal_register/citation.result.FR.action?federalRegister.volume=2006andfederalRegister.page=48554andpublication=FR.pdf	0	0	0	0	1	0	1	2	2
/datadrive/data/ESAdocs/federal_register/citation.result.FR.action?federalRegister.volume=2006andfederalRegister.page=48883andpublication=FR.pdf	0	0	4	0	14	1	0	19	17
/datadrive/data/ESAdocs/federal_register/citation.result.FR.action?federalRegister.volume=2006andfederalRegister.page=52339andpublication=FR.pdf	1	0	0	0	2	0	0	3	2
/datadrive/data/ESAdocs/federal_register/citation.result.FR.action?federalRegister.volume=2006andfederalRegister.page=52567andpublication=FR.pdf	0	0	0	0	2	0	0	2	2
/datadrive/data/ESAdocs/federal_register/citation.result.FR.action?federalRegister.volume=2006andfederalRegister.page=52816andpublication=FR.pdf	0	0	0	0	2	0	0	2	3
/datadrive/data/ESAdocs/federal_register/citation.result.FR.action?federalRegister.volume=2006andfederalRegister.page=53127andpublication=FR.pdf	0	0	0	0	2	0	0	2	3
/datadrive/data/ESAdocs/federal_register/citation.result.FR.action?federalRegister.volume=2006andfederalRegister.page=53355andpublication=FR.pdf	0	0	0	0	4	0	0	4	7
/datadrive/data/ESAdocs/federal_register/citation.result.FR.action?federalRegister.volume=2006andfederalRegister.page=53589andpublication=FR.pdf	0	0	1	0	10	0	0	11	17
/datadrive/data/ESAdocs/federal_register/citation.result.FR.action?federalRegister.volume=2006andfederalRegister.page=53756andpublication=FR.pdf	15	4	17	21	75	10	9	151	81
/datadrive/data/ESAdocs/federal_register/citation.result.FR.action?federalRegister.volume=2006andfederalRegister.page=53838andpublication=FR.pdf	1	1	1	0	24	0	0	27	115
/datadrive/data/ESAdocs/federal_register/citation.result.FR.action?federalRegister.volume=2006andfederalRegister.page=54681andpublication=FR.pdf	0	0	0	0	2	0	0	2	2
/datadrive/data/ESAdocs/federal_register/citation.result.FR.action?federalRegister.volume=2006andfederalRegister.page=54682andpublication=FR.pdf	0	0	0	0	2	0	0	2	2
/datadrive/data/ESAdocs/federal_register/citation.result.FR.action?federalRegister.volume=2006andfederalRegister.page=54837andpublication=FR.pdf	0	0	0	0	2	1	0	3	2
/datadrive/data/ESAdocs/federal_register/citation.result.FR.action?federalRegister.volume=2006andfederalRegister.page=54838andpublication=FR.pdf	0	0	0	0	2	1	0	3	2
/datadrive/data/ESAdocs/federal_register/citation.result.FR.action?federalRegister.volume=2006andfederalRegister.page=55005andpublication=FR.pdf	0	0	0	0	2	0	1	3	3
/datadrive/data/ESAdocs/federal_register/citation.result.FR.action?federalRegister.volume=2006andfederalRegister.page=55212andpublication=FR.pdf	0	0	0	0	3	0	0	3	3
/datadrive/data/ESAdocs/federal_register/citation.result.FR.action?federalRegister.volume=2006andfederalRegister.page=55508andpublication=FR.pdf	0	0	0	0	2	0	0	2	2
/datadrive/data/ESAdocs/federal_register/citation.result.FR.action?federalRegister.volume=2006andfederalRegister.page=56085andpublication=FR.pdf	1	0	0	1	5	0	0	7	10
/datadrive/data/ESAdocs/federal_register/citation.result.FR.action?federalRegister.volume=2006andfederalRegister.page=56094andpublication=FR.pdf	0	0	0	4	4	0	0	8	5
/datadrive/data/ESAdocs/federal_register/citation.result.FR.action?federalRegister.volume=2006andfederalRegister.page=56228andpublication=FR.pdf	10	2	4	3	23	4	0	46	30
/datadrive/data/ESAdocs/federal_register/citation.result.FR.action?federalRegister.volume=2006andfederalRegister.page=56545andpublication=FR.pdf	0	0	0	1	2	0	0	3	3
/datadrive/data/ESAdocs/federal_register/citation.result.FR.action?federalRegister.volume=2006andfederalRegister.page=56547andpublication=FR.pdf	0	0	0	1	1	0	0	2	2
/datadrive/data/ESAdocs/federal_register/citation.result.FR.action?federalRegister.volume=2006andfederalRegister.page=57003andpublication=FR.pdf	0	0	0	0	2	0	1	3	2
/datadrive/data/ESAdocs/federal_register/citation.result.FR.action?federalRegister.volume=2006andfederalRegister.page=57004andpublication=FR.pdf	0	0	0	0	2	0	0	2	2
/datadrive/data/ESAdocs/federal_register/citation.result.FR.action?federalRegister.volume=2006andfederalRegister.page=57557andpublication=FR.pdf	0	0	0	0	1	0	0	1	2
/datadrive/data/ESAdocs/federal_register/citation.result.FR.action?federalRegister.volume=2006andfederalRegister.page=57558andpublication=FR.pdf	0	0	0	0	3	0	1	4	3
/datadrive/data/ESAdocs/federal_register/citation.result.FR.action?federalRegister.volume=2006andfederalRegister.page=58176andpublication=FR.pdf	4	1	0	4	31	0	0	40	57
